100	0.0801895
99	0.0801192
98	0.080042
97	0.0800951
96	0.0801048
95	0.0804851
94	0.0803267
93	0.0803257
92	0.0802405
91	0.0801662
90	0.0800431
89	0.0799183
88	0.0802055
87	0.0803371
86	0.0801184
85	0.0799446
84	0.0797261
83	0.0801918
82	0.080103
81	0.0799282
80	0.0797571
79	0.0795097
78	0.0793995
77	0.0792133
76	0.0790084
75	0.0791679
74	0.0790611
73	0.0790269
72	0.0788058
71	0.0788338
70	0.0792328
69	0.0793549
68	0.0795423
67	0.0796074
66	0.0795515
65	0.079563
64	0.0794428
63	0.0795058
62	0.0793186
61	0.0793306
60	0.0795485
59	0.0794336
58	0.0793295
57	0.0808148
56	0.0807118
55	0.0806097
54	0.0805338
53	0.0808624
52	0.0806236
51	0.0807288
50	0.0804106
49	0.0811097
48	0.0811281
47	0.081162
46	0.0810146
45	0.0809835
44	0.0809486
43	0.0812392
42	0.0809104
41	0.0811422
40	0.0813478
39	0.0815526
38	0.0819323
37	0.0824959
36	0.0832651
35	0.0842276
34	0.0858104
33	0.0866116
32	0.0877928
31	0.0888162
30	0.090556
29	0.0926012
28	0.0965411
27	0.0987981
26	0.101416
25	0.105074
24	0.109307
23	0.119378
22	0.122148
21	0.123819
20	0.123635
19	0.12279
18	0.124867
17	0.129361
16	0.133269
15	0.137935
14	0.139324
13	0.138945
12	0.142029
11	0.147075
10	0.152392
9	0.153364
8	0.156576
7	0.165406
6	0.16746
5	0.167676
4	0.177116
3	0.20122
2	0.199969
1	0.212571
