100	0.080614
99	0.081338
98	0.081277
97	0.081326
96	0.081232
95	0.081289
94	0.081400
93	0.081492
92	0.081523
91	0.081520
90	0.082037
89	0.082234
88	0.082383
87	0.082474
86	0.083279
85	0.083458
84	0.083533
83	0.083567
82	0.083525
81	0.083623
80	0.083778
79	0.084519
78	0.084680
77	0.085347
76	0.085666
75	0.085502
74	0.085833
73	0.086290
72	0.088226
71	0.088438
70	0.088912
69	0.090603
68	0.091216
67	0.091171
66	0.091612
65	0.091614
64	0.093654
63	0.093647
62	0.093495
61	0.093569
60	0.094095
59	0.094172
58	0.094781
57	0.095549
56	0.095817
55	0.096046
54	0.096529
53	0.096896
52	0.098730
51	0.100740
50	0.100774
49	0.102925
48	0.102762
47	0.102884
46	0.102731
45	0.102671
44	0.102800
43	0.102630
42	0.103427
41	0.104176
40	0.105256
39	0.107070
38	0.107045
37	0.106738
36	0.109515
35	0.109704
34	0.109934
33	0.110347
32	0.111565
31	0.112078
30	0.112215
29	0.113685
28	0.114128
27	0.115264
26	0.115880
25	0.116644
24	0.117185
23	0.116977
22	0.123747
21	0.126623
20	0.128308
19	0.132361
18	0.132838
17	0.134344
16	0.134173
15	0.135007
14	0.135534
13	0.137668
12	0.139983
11	0.141445
10	0.143320
9	0.147174
8	0.148061
7	0.151281
6	0.159513
5	0.165994
4	0.172189
3	0.183451
2	0.210928
1	0.276892
